abbr_state,county,fips,democrat,republican,other
nc,harnett,37085,16542,0,0
nc,harnett,37085,0,0,1611
nc,harnett,37085,0,26971,0
nc,haywood,37087,10892,0,0
nc,haywood,37087,0,0,1466
nc,haywood,37087,0,17799,0
nc,henderson,37089,19645,0,0
nc,henderson,37089,0,0,2206
nc,henderson,37089,0,35214,0
nc,hertford,37091,6690,0,0
nc,hertford,37091,0,0,120
nc,hertford,37091,0,3100,0
nc,hoke,37093,9444,0,0
nc,hoke,37093,0,0,717
nc,hoke,37093,0,7580,0
nc,hyde,37095,938,0,0
nc,hyde,37095,0,0,75
nc,hyde,37095,0,1233,0
nc,iredell,37097,23913,0,0
nc,iredell,37097,0,0,4194
nc,iredell,37097,0,52502,0
nc,jackson,37099,7865,0,0
nc,jackson,37099,0,0,836
nc,jackson,37099,0,9476,0
nc,johnston,37101,28080,0,0
nc,johnston,37101,0,0,3165
nc,johnston,37101,0,53874,0
nc,jones,37103,1977,0,0
nc,jones,37103,0,0,155
nc,jones,37103,0,2878,0
nc,lee,37105,10304,0,0
nc,lee,37105,0,0,852
nc,lee,37105,0,13447,0
nc,lenoir,37107,11451,0,0
nc,lenoir,37107,0,0,622
nc,lenoir,37107,0,13263,0
nc,lincoln,37109,9745,0,0
nc,lincoln,37109,0,0,1891
nc,lincoln,37109,0,27726,0
nc,macon,37113,5334,0,0
nc,macon,37113,0,0,739
nc,macon,37113,0,11265,0
nc,madison,37115,4241,0,0
nc,madison,37115,0,0,499
nc,madison,37115,0,6245,0
nc,martin,37117,5646,0,0
nc,martin,37117,0,0,313
nc,martin,37117,0,5805,0
nc,mcdowell,37111,4882,0,0
nc,mcdowell,37111,0,0,952
nc,mcdowell,37111,0,13624,0
nc,mecklenburg,37119,275026,0,0
nc,mecklenburg,37119,0,0,17038
nc,mecklenburg,37119,0,171794,0
nc,mitchell,37121,1704,0,0
nc,mitchell,37121,0,0,275
nc,mitchell,37121,0,5897,0
nc,montgomery,37123,4161,0,0
nc,montgomery,37123,0,0,392
nc,montgomery,37123,0,6786,0
nc,moore,37125,15885,0,0
nc,moore,37125,0,0,1544
nc,moore,37125,0,30493,0
nc,nash,37127,22885,0,0
nc,nash,37127,0,0,914
nc,nash,37127,0,23272,0
nc,new hanover,37129,48285,0,0
nc,new hanover,37129,0,0,4952
nc,new hanover,37129,0,55475,0
nc,northampton,37131,6030,0,0
nc,northampton,37131,0,0,147
nc,northampton,37131,0,3487,0
nc,onslow,37133,16680,0,0
nc,onslow,37133,0,0,2838
nc,onslow,37133,0,35432,0
nc,orange,37135,57103,0,0
nc,orange,37135,0,0,2020
nc,orange,37135,0,21639,0
nc,pamlico,37137,2355,0,0
nc,pamlico,37137,0,0,203
nc,pamlico,37137,0,4166,0
nc,pasquotank,37139,8428,0,0
nc,pasquotank,37139,0,0,422
nc,pasquotank,37139,0,7990,0
nc,pender,37141,8834,0,0
nc,pender,37141,0,0,1129
nc,pender,37141,0,16883,0
nc,perquimans,37143,2253,0,0
nc,perquimans,37143,0,0,129
nc,perquimans,37143,0,4123,0
nc,person,37145,7711,0,0
nc,person,37145,0,0,561
nc,person,37145,0,10962,0
nc,pitt,37147,39256,0,0
nc,pitt,37147,0,0,2382
nc,pitt,37147,0,36608,0
nc,polk,37149,3950,0,0
nc,polk,37149,0,0,381
nc,polk,37149,0,6334,0
nc,randolph,37151,13092,0,0
nc,randolph,37151,0,0,2714
nc,randolph,37151,0,47773,0
nc,richmond,37153,8229,0,0
nc,richmond,37153,0,0,689
nc,richmond,37153,0,9557,0
nc,robeson,37155,18431,0,0
nc,robeson,37155,0,0,776
nc,robeson,37155,0,19393,0
nc,rockingham,37157,14026,0,0
nc,rockingham,37157,0,0,1504
nc,rockingham,37157,0,25806,0
nc,rowan,37159,19027,0,0
nc,rowan,37159,0,0,3190
nc,rowan,37159,0,40814,0
nc,rutherford,37161,8174,0,0
nc,rutherford,37161,0,0,1144
nc,rutherford,37161,0,20202,0
nc,sampson,37163,10215,0,0
nc,sampson,37163,0,0,523
nc,sampson,37163,0,14740,0
nc,scotland,37165,7122,0,0
nc,scotland,37165,0,0,284
nc,scotland,37165,0,6074,0
nc,stanly,37167,7172,0,0
nc,stanly,37167,0,0,1544
nc,stanly,37167,0,20658,0
nc,stokes,37169,4753,0,0
nc,stokes,37169,0,0,965
nc,stokes,37169,0,16560,0
nc,surry,37171,7459,0,0
nc,surry,37171,0,0,1149
nc,surry,37171,0,22975,0
nc,swain,37173,2311,0,0
nc,swain,37173,0,0,349
nc,swain,37173,0,3311,0
nc,transylvania,37175,6710,0,0
nc,transylvania,37175,0,0,684
nc,transylvania,37175,0,10148,0
nc,tyrrell,37177,683,0,0
nc,tyrrell,37177,0,0,69
nc,tyrrell,37177,0,933,0
nc,union,37179,31854,0,0
nc,union,37179,0,0,4346
nc,union,37179,0,67420,0
nc,vance,37181,12001,0,0
nc,vance,37181,0,0,341
nc,vance,37181,0,7325,0
nc,wake,37183,286253,0,0
nc,wake,37183,0,0,16142
nc,wake,37183,0,214872,0
nc,warren,37185,6601,0,0
nc,warren,37185,0,0,183
nc,warren,37185,0,3347,0
nc,washington,37187,3372,0,0
nc,washington,37187,0,0,154
nc,washington,37187,0,2531,0
nc,watauga,37189,13651,0,0
nc,watauga,37189,0,0,1388
nc,watauga,37189,0,14071,0
nc,wayne,37191,21044,0,0
nc,wayne,37191,0,0,1274
nc,wayne,37191,0,27342,0
nc,wilkes,37193,6705,0,0
nc,wilkes,37193,0,0,1308
nc,wilkes,37193,0,22716,0
nc,wilson,37195,19300,0,0
nc,wilson,37195,0,0,783
nc,wilson,37195,0,17519,0
nc,yadkin,37197,3139,0,0
nc,yadkin,37197,0,0,665
nc,yadkin,37197,0,13641,0
nc,yancey,37199,3553,0,0
nc,yancey,37199,0,0,369
nc,yancey,37199,0,5937,0
nh,belknap,33001,14743,0,0
nh,belknap,66002,0,0,1303
nh,belknap,33001,0,18710,0
nh,carroll,33003,13431,0,0
nh,carroll,66006,0,0,1063
nh,carroll,33003,0,14838,0
nh,cheshire,33005,22809,0,0
nh,cheshire,66010,0,0,1902
nh,cheshire,33005,0,16831,0
nh,coos,33007,7335,0,0
nh,coos,66014,0,0,596
nh,coos,33007,0,7537,0
nh,grafton,33009,28131,0,0
nh,grafton,66018,0,0,1989
nh,grafton,33009,0,20689,0
nh,hillsborough,33011,98496,0,0
nh,hillsborough,66022,0,0,9027
nh,hillsborough,33011,0,104998,0
nh,merrimack,33013,41273,0,0
nh,merrimack,66026,0,0,2967
nh,merrimack,33013,0,38497,0
nh,rockingham,33015,81343,0,0
nh,rockingham,66030,0,0,7817
nh,rockingham,33015,0,91361,0
nh,strafford,33017,36013,0,0
nh,strafford,66034,0,0,2949
nh,strafford,33017,0,29415,0
nh,sullivan,33019,10694,0,0
nh,sullivan,66038,0,0,1077
nh,sullivan,33019,0,10649,0
nv,carson city,32510,9741,0,0
nv,carson city,162550,0,0,2058
nv,carson city,32510,0,13027,0
nv,churchill,32001,2240,0,0
nv,churchill,160005,0,0,943
nv,churchill,32001,0,7709,0
nv,clark,32003,385165,0,0
nv,clark,160015,0,0,63132
nv,clark,32003,0,303316,0
nv,douglas,32005,8407,0,0
nv,douglas,160025,0,0,1653
nv,douglas,32005,0,17576,0
nv,elko,32007,3196,0,0
nv,elko,160035,0,0,1705
nv,elko,32007,0,13452,0
nv,esmeralda,32009,66,0,0
nv,esmeralda,160045,0,0,NA
nv,esmeralda,32009,0,312,0
nv,eureka,32011,88,0,0
nv,eureka,160055,0,0,69
nv,eureka,32011,0,692,0
nv,humboldt,32013,1406,0,0
nv,humboldt,160065,0,0,581
nv,humboldt,32013,0,4397,0
nv,lander,32015,417,0,0
nv,lander,160075,0,0,272
nv,lander,32015,0,1704,0
nv,lincoln,32017,315,0,0
nv,lincoln,160085,0,0,197
nv,lincoln,32017,0,1609,0
nv,lyon,32019,6323,0,0
nv,lyon,160095,0,0,2024
nv,lyon,32019,0,15231,0
nv,mineral,32021,627,0,0
nv,mineral,160105,0,0,220
nv,mineral,32021,0,1141,0
nv,nye,32023,5253,0,0
nv,nye,160115,0,0,2496
nv,nye,32023,0,11607,0
nv,pershing,32027,466,0,0
nv,pershing,160135,0,0,220
nv,pershing,32027,0,1286,0
nv,storey,32029,791,0,0
nv,storey,160145,0,0,201
nv,storey,32029,0,1551,0
nv,washoe,32031,95434,0,0
nv,washoe,160155,0,0,14687
nv,washoe,32031,0,97226,0
nv,white pine,32033,723,0,0
nv,white pine,160165,0,0,435
nv,white pine,32033,0,2591,0
pa,adams,42001,14494,0,0
pa,adams,42001,0,0,2403
pa,adams,42001,0,30349,0
pa,allegheny,42003,353766,0,0
pa,allegheny,42003,0,0,28018
pa,allegheny,42003,0,259515,0
pa,armstrong,42005,8026,0,0
pa,armstrong,42005,0,0,2161
pa,armstrong,42005,0,20083,0
pa,beaver,42007,32061,0,0
pa,beaver,42007,0,0,4816
pa,beaver,42007,0,42046,0
pa,bedford,42009,4323,0,0
pa,bedford,42009,0,0,1335
pa,bedford,42009,0,17646,0
pa,berks,42011,74083,0,0
pa,berks,42011,0,0,6622
pa,berks,42011,0,91935,0
pa,blair,42013,14248,0,0
pa,blair,42013,0,0,3029
pa,blair,42013,0,34727,0
pa,bradford,42015,6910,0,0
pa,bradford,42015,0,0,1981
pa,bradford,42015,0,16415,0
pa,bucks,42017,156989,0,0
pa,bucks,42017,0,0,5846
pa,bucks,42017,0,175719,0
pa,butler,42019,27120,0,0
pa,butler,42019,0,0,5252
pa,butler,42019,0,59387,0
pa,cambria,42021,20811,0,0
pa,cambria,42021,0,0,3773
pa,cambria,42021,0,35296,0
pa,cameron,42023,528,0,0
pa,cameron,42023,0,0,164
pa,cameron,42023,0,1301,0
pa,carbon,42025,10084,0,0
pa,carbon,42025,0,0,1770
pa,carbon,42025,0,16350,0
pa,centre,42027,35061,0,0
pa,centre,42027,0,0,4348
pa,centre,42027,0,36357,0
pa,chester,42029,126588,0,0
pa,chester,42029,0,0,9568
pa,chester,42029,0,133277,0
pa,clarion,42031,4915,0,0
pa,clarion,42031,0,0,1200
pa,clarion,42031,0,11279,0
pa,clearfield,42033,8962,0,0
pa,clearfield,42033,0,0,2356
pa,clearfield,42033,0,21176,0
pa,clinton,42035,5293,0,0
pa,clinton,42035,0,0,915
pa,clinton,42035,0,8434,0
pa,columbia,42037,9358,0,0
pa,columbia,42037,0,0,1927
pa,columbia,42037,0,15722,0
pa,crawford,42039,10386,0,0
pa,crawford,42039,0,0,1651
pa,crawford,42039,0,23287,0
pa,cumberland,42041,42482,0,0
pa,cumberland,42041,0,0,5316
pa,cumberland,42041,0,67941,0
pa,dauphin,42043,62171,0,0
pa,dauphin,42043,0,0,2350
pa,dauphin,42043,0,63469,0
pa,delaware,42045,0,0,0
pa,delaware,NA,156434,0,0
pa,delaware,NA,0,0,3694
pa,delaware,NA,0,121363,0
pa,elk,42047,4307,0,0
pa,elk,42047,0,0,1069
pa,elk,42047,0,8402,0
pa,erie,42049,54047,0,0
pa,erie,42049,0,0,4754
pa,erie,42049,0,57756,0
pa,fayette,42051,20458,0,0
pa,fayette,42051,0,0,2944
pa,fayette,42051,0,29561,0
pa,forest,42053,708,0,0
pa,forest,42053,0,0,177
pa,forest,42053,0,1499,0
pa,franklin,42055,17738,0,0
pa,franklin,42055,0,0,3297
pa,franklin,42055,0,48520,0
pa,fulton,42057,1019,0,0
pa,fulton,42057,0,0,249
pa,fulton,42057,0,5438,0
pa,greene,42059,5334,0,0
pa,greene,42059,0,0,862
pa,greene,42059,0,8431,0
pa,huntingdon,42061,5063,0,0
pa,huntingdon,42061,0,0,1393
pa,huntingdon,42061,0,12984,0
pa,indiana,42063,12552,0,0
pa,indiana,42063,0,0,2947
pa,indiana,42063,0,22189,0
pa,jefferson,42065,3942,0,0
pa,jefferson,42065,0,0,1403
pa,jefferson,42065,0,13117,0
pa,juniata,42067,2146,0,0
pa,juniata,42067,0,0,610
pa,juniata,42067,0,7636,0
pa,lackawanna,42069,53708,0,0
pa,lackawanna,42069,0,0,7427
pa,lackawanna,42069,0,40350,0
pa,lancaster,42071,89167,0,0
pa,lancaster,42071,0,0,9862
pa,lancaster,42071,0,142152,0
pa,lawrence,42073,15250,0,0
pa,lawrence,42073,0,0,2311
pa,lawrence,42073,0,22610,0
pa,lebanon,42075,18122,0,0
pa,lebanon,42075,0,0,2934
pa,lebanon,42075,0,37666,0
pa,lehigh,42077,73584,0,0
pa,lehigh,42077,0,0,6382
pa,lehigh,42077,0,72444,0
pa,luzerne,42079,0,0,0
pa,luzerne,NA,55575,0,0
pa,luzerne,NA,0,0,8526
pa,luzerne,NA,0,65654,0
pa,lycoming,42081,14128,0,0
pa,lycoming,42081,0,0,3354
pa,lycoming,42081,0,32886,0
pa,mckean,42083,3795,0,0
pa,mckean,42083,0,0,589
pa,mckean,42083,0,11047,0
pa,mercer,42085,18193,0,0
pa,mercer,42085,0,0,1958
pa,mercer,42085,0,29036,0
pa,mifflin,42087,4016,0,0
pa,mifflin,42087,0,0,1091
pa,mifflin,42087,0,13045,0
pa,monroe,42089,32455,0,0
pa,monroe,42089,0,0,1615
pa,monroe,42089,0,29152,0
pa,montgomery,42091,232836,0,0
pa,montgomery,42091,0,0,5361
pa,montgomery,42091,0,186954,0
pa,montour,42093,2896,0,0
pa,montour,42093,0,0,586
pa,montour,42093,0,5059,0
pa,northampton,42095,63977,0,0
pa,northampton,42095,0,0,3535
pa,northampton,42095,0,71889,0
pa,northumberland,42097,10516,0,0
pa,northumberland,42097,0,0,2501
pa,northumberland,42097,0,21404,0
pa,perry,42099,4960,0,0
pa,perry,42099,0,0,1231
pa,perry,42099,0,14896,0
pa,philadelphia,42101,0,0,0
pa,philadelphia,NA,539041,0,0
pa,philadelphia,NA,0,0,7560
pa,philadelphia,NA,0,113032,0
pa,pike,42103,9336,0,0
pa,pike,42103,0,0,1112
pa,pike,42103,0,15167,0
pa,potter,42105,1386,0,0
pa,potter,42105,0,0,323
pa,potter,42105,0,5983,0
pa,schuylkill,42107,19531,0,0
pa,schuylkill,42107,0,0,4831
pa,schuylkill,42107,0,37747,0
pa,snyder,42109,4296,0,0
pa,snyder,42109,0,0,1115
pa,snyder,42109,0,10866,0
pa,somerset,42111,8331,0,0
pa,somerset,42111,0,0,1919
pa,somerset,42111,0,25440,0
pa,sullivan,42113,873,0,0
pa,sullivan,42113,0,0,194
pa,sullivan,42113,0,2049,0
pa,susquehanna,42115,5494,0,0
pa,susquehanna,42115,0,0,1706
pa,susquehanna,42115,0,11946,0
pa,tioga,42117,3767,0,0
pa,tioga,42117,0,0,730
pa,tioga,42117,0,12699,0
pa,union,42119,6081,0,0
pa,union,42119,0,0,839
pa,union,42119,0,10558,0
pa,venango,42121,6574,0,0
pa,venango,42121,0,0,1554
pa,venango,42121,0,13861,0
pa,warren,42123,4842,0,0
pa,warren,42123,0,0,930
pa,warren,42123,0,11659,0
pa,washington,42125,36239,0,0
pa,washington,42125,0,0,5643
pa,washington,42125,0,54450,0
pa,wayne,42127,6899,0,0
pa,wayne,42127,0,0,1706
pa,wayne,42127,0,13646,0
pa,westmoreland,42129,62965,0,0
pa,westmoreland,42129,0,0,9753
pa,westmoreland,42129,0,107517,0
pa,wyoming,42131,3910,0,0
pa,wyoming,42131,0,0,1021
pa,wyoming,42131,0,7407,0
pa,york,42133,68518,0,0
pa,york,42133,0,0,10163
pa,york,42133,0,124955,0
wi,adams,55001,4093,0,0
wi,adams,55001,0,0,486
wi,adams,55001,0,5346,0
wi,ashland,55003,4349,0,0
wi,ashland,55003,0,0,214
wi,ashland,55003,0,3337,0
wi,barron,55005,8691,0,0
wi,barron,55005,0,0,853
wi,barron,55005,0,12863,0
wi,bayfield,55007,5161,0,0
wi,bayfield,55007,0,0,263
wi,bayfield,55007,0,4022,0
wi,brown,55009,51004,0,0
wi,brown,55009,0,0,4615
wi,brown,55009,0,71750,0
wi,buffalo,55011,2746,0,0
wi,buffalo,55011,0,0,285
wi,buffalo,55011,0,3850,0
wi,burnett,55013,3143,0,0
wi,burnett,55013,0,0,258
wi,burnett,55013,0,4998,0
wi,calumet,55015,9185,0,0
wi,calumet,55015,0,0,937
wi,calumet,55015,0,16482,0
wi,chippewa,55017,12659,0,0
wi,chippewa,55017,0,0,1286
wi,chippewa,55017,0,17338,0
wi,clark,55019,4777,0,0
wi,clark,55019,0,0,652
wi,clark,55019,0,8151,0
wi,columbia,55021,15056,0,0
wi,columbia,55021,0,0,838
wi,columbia,55021,0,13557,0
wi,crawford,55023,3708,0,0
wi,crawford,55023,0,0,264
wi,crawford,55023,0,3671,0
wi,dane,55025,220326,0,0
wi,dane,55025,0,0,5774
wi,dane,55025,0,80662,0
wi,dodge,55027,14760,0,0
wi,dodge,55027,0,0,1328
wi,dodge,55027,0,27077,0
wi,door,55029,7671,0,0
wi,door,55029,0,0,582
wi,door,55029,0,9295,0
wi,douglas,55031,11891,0,0
wi,douglas,55031,0,0,767
wi,douglas,55031,0,9361,0
wi,dunn,55033,9490,0,0
wi,dunn,55033,0,0,896
wi,dunn,55033,0,11424,0
wi,eau claire,55035,27505,0,0
wi,eau claire,55035,0,0,1938
wi,eau claire,55035,0,24641,0
wi,florence,55037,759,0,0
wi,florence,55037,0,0,85
wi,florence,55037,0,1770,0
wi,fond du lac,55039,17131,0,0
wi,fond du lac,55039,0,0,1734
wi,fond du lac,55039,0,32464,0
wi,forest,55041,1649,0,0
wi,forest,55041,0,0,199
wi,forest,55041,0,2590,0
wi,grant,55043,10927,0,0
wi,grant,55043,0,0,801
wi,grant,55043,0,12196,0
wi,green,55045,10206,0,0
wi,green,55045,0,0,528
wi,green,55045,0,8106,0
wi,green lake,55047,2773,0,0
wi,green lake,55047,0,0,329
wi,green lake,55047,0,6215,0
wi,iowa,55049,7141,0,0
wi,iowa,55049,0,0,294
wi,iowa,55049,0,4679,0
wi,iron,55051,1366,0,0
wi,iron,55051,0,0,84
wi,iron,55051,0,1949,0
wi,jackson,55053,4087,0,0
wi,jackson,55053,0,0,439
wi,jackson,55053,0,4602,0
wi,jefferson,55055,17147,0,0
wi,jefferson,55055,0,0,1258
wi,jefferson,55055,0,23901,0
wi,juneau,55057,4697,0,0
wi,juneau,55057,0,0,404
wi,juneau,55057,0,6433,0
wi,kenosha,55059,35669,0,0
wi,kenosha,55059,0,0,2621
wi,kenosha,55059,0,37540,0
wi,kewaunee,55061,3697,0,0
wi,kewaunee,55061,0,0,388
wi,kewaunee,55061,0,6678,0
wi,la crosse,55063,32899,0,0
wi,la crosse,55063,0,0,2100
wi,la crosse,55063,0,27688,0
wi,lafayette,55065,3757,0,0
wi,lafayette,55065,0,0,178
wi,lafayette,55065,0,3659,0
wi,langlade,55067,3463,0,0
wi,langlade,55067,0,0,415
wi,langlade,55067,0,6007,0
wi,lincoln,55069,5785,0,0
wi,lincoln,55069,0,0,743
wi,lincoln,55069,0,8031,0
wi,manitowoc,55071,14352,0,0
wi,manitowoc,55071,0,0,1738
wi,manitowoc,55071,0,23814,0
wi,marathon,55073,27812,0,0
wi,marathon,55073,0,0,2518
wi,marathon,55073,0,38567,0
wi,marinette,55075,6502,0,0
wi,marinette,55075,0,0,765
wi,marinette,55075,0,12597,0
wi,marquette,55077,3190,0,0
wi,marquette,55077,0,0,253
wi,marquette,55077,0,4354,0
wi,menominee,55078,844,0,0
wi,menominee,55078,0,0,84
wi,menominee,55078,0,303,0
wi,milwaukee,55079,276751,0,0
wi,milwaukee,55079,0,0,9883
wi,milwaukee,55079,0,147929,0
wi,monroe,55081,7673,0,0
wi,monroe,55081,0,0,944
wi,monroe,55081,0,10798,0
wi,oconto,55083,6053,0,0
wi,oconto,55083,0,0,745
wi,oconto,55083,0,13035,0
wi,oneida,55085,8291,0,0
wi,oneida,55085,0,0,926
wi,oneida,55085,0,12047,0
wi,outagamie,55087,37101,0,0
wi,outagamie,55087,0,0,3257
wi,outagamie,55087,0,53336,0
wi,ozaukee,55089,18158,0,0
wi,ozaukee,55089,0,0,1031
wi,ozaukee,55089,0,35457,0
wi,pepin,55091,1491,0,0
wi,pepin,55091,0,0,111
wi,pepin,55091,0,2097,0
wi,pierce,55093,8345,0,0
wi,pierce,55093,0,0,806
wi,pierce,55093,0,11420,0
wi,polk,55095,8132,0,0
wi,polk,55095,0,0,749
wi,polk,55095,0,13585,0
wi,portage,55097,18983,0,0
wi,portage,55097,0,0,1397
wi,portage,55097,0,17546,0
wi,price,55099,2955,0,0
wi,price,55099,0,0,324
wi,price,55099,0,4282,0
wi,racine,55101,41600,0,0
wi,racine,55101,0,0,2485
wi,racine,55101,0,49680,0
wi,richland,55103,3905,0,0
wi,richland,55103,0,0,236
wi,richland,55103,0,3835,0
wi,rock,55105,42428,0,0
wi,rock,55105,0,0,2388
wi,rock,55105,0,30485,0
wi,rusk,55107,2443,0,0
wi,rusk,55107,0,0,320
wi,rusk,55107,0,4229,0
wi,sauk,55111,17864,0,0
wi,sauk,55111,0,0,1026
wi,sauk,55111,0,15139,0
wi,sawyer,55113,2885,0,0
wi,sawyer,55113,0,0,212
wi,sawyer,55113,0,4581,0
wi,shawano,55115,6104,0,0
wi,shawano,55115,0,0,750
wi,shawano,55115,0,12594,0
wi,sheboygan,55117,22123,0,0
wi,sheboygan,55117,0,0,1864
wi,sheboygan,55117,0,34875,0
wi,st croix,55109,17725,0,0
wi,st croix,55109,0,0,1563
wi,st croix,55109,0,27411,0
wi,taylor,55119,2827,0,0
wi,taylor,55119,0,0,384
wi,taylor,55119,0,6177,0
wi,trempealeau,55121,5962,0,0
wi,trempealeau,55121,0,0,479
wi,trempealeau,55121,0,7083,0
wi,vernon,55123,6886,0,0
wi,vernon,55123,0,0,522
wi,vernon,55123,0,6710,0
wi,vilas,55125,4819,0,0
wi,vilas,55125,0,0,420
wi,vilas,55125,0,8247,0
wi,walworth,55127,18358,0,0
wi,walworth,55127,0,0,1668
wi,walworth,55127,0,30784,0
wi,washburn,55129,3407,0,0
wi,washburn,55129,0,0,268
wi,washburn,55129,0,5243,0
wi,washington,55131,19830,0,0
wi,washington,55131,0,0,1619
wi,washington,55131,0,55961,0
wi,waukesha,55133,71778,0,0
wi,waukesha,55133,0,0,4424
wi,waukesha,55133,0,161347,0
wi,waupaca,55135,8451,0,0
wi,waupaca,55135,0,0,986
wi,waupaca,55135,0,16035,0
wi,waushara,55137,3839,0,0
wi,waushara,55137,0,0,481
wi,waushara,55137,0,7579,0
wi,winnebago,55139,36077,0,0
wi,winnebago,55139,0,0,3288
wi,winnebago,55139,0,46842,0
wi,wood,55141,15184,0,0
wi,wood,55141,0,0,1541
wi,wood,55141,0,20925,0
